Timestamp,"Do you want to be consider to win ₦2,000  airtime",Which of the following age groups do you fall into?,What is your marital status? ,What is your highest level of education?,Which one of the following best describes your current employment status?,Which of these range of monthly income do you belong?,Who in your household is responsible for the financial decisions?,"Do you have any dependents? By ‘dependent’, we mean ‘financially dependent’.","In terms of the property you live in, do you?",Where do you live?,What are your short-term financial goals (i.e. over the next two years)? Select all that apply,"Are you involved in informal money handling groups (e.g. informal savings groups, ajo, group lending)?",Have you ever taken out a loan?,Which of the following lending institutions are you aware of?,Which of the following have you taken a loan from?,What are the main reasons that would make you take out a loan?,What loan are you most likely to use for starting a new business?,Which of the following is the single biggest challenge when taking out a loan?,What data will you be willing to give out for credit scoring as part of your loan application process?,What are your biggest barriers to taking a loan?,What are the three most important qualities you look out for in a lender?,What is your preferred channel for taking out a loan?,"When thinking of lenders in Nigeria, which brand comes to mind first?",What are the main avenues you use to decide on which lender to go for?,What is your gender?,Identifier
44780.12742,Yes,25 - 34,Single,University education,Full-time employed,"N50,000 - N100,000",Myself only,None,Rent the property,South South,"To grow my current business, To invest more than I am already investing, To generate multiple sources of income, To secure my finances",Yes,Yes,"Commercial Banks, Money Lenders, Microfinance Banks, Informal Lenders (Ajo, Corporative), Digital Lenders","Microfinance Banks, Digital Lenders","To meet a cash gap before next pay day, To expand your current business","Formal loan from a commercial bank, Micro financing, Digital lenders","Providing collateral, High interest rates, Getting approval for the loan","Home address, Work information, Bank statement",Fear of being embarrassed by the lender,"Speed, Interest rates, Convenience and customer service",Mobile app,Mobile Lenders,Social media,Male,258vr4e
44780.57947,Yes,40 - 44,Married,University education,Full-time employed,"N50,000 - N100,000",My partner and I make joint decisions,Children under the age of 18,Own the property,South South,To have my own business,No,Yes,"Commercial Banks, Money Lenders","Commercial Banks, Money Lenders",To pay for school fees,Micro financing,"Providing collateral, High interest rates",Home address,The instability of the economy,Interest rates,Mobile app,Micro Finance ,Advertising,Male,ly65yq2
44782.12052,Yes,25 - 34,Single,University education,Self-employed,"N0 - N50,000",Myself only,None,Rent the property,South South,"To grow my current business, To generate multiple sources of income",No,Yes,"Money Lenders, Microfinance Banks",None,To expand your current business,Formal loan from a commercial bank,"High interest rates, Getting approval for the loan","Home address, Work information, Guarantor details","Fear of debt, The instability of the economy, Fear of being embarrassed by the lender","Interest rates, Convenience and customer service, Financial stability, Security, trust, and discretion",Branch,Microfinance Bank,"Direct marketing, Face to face",Female,ept38ik
44781.3745,Yes,25 - 34,Single,Post-graduate education,Part-time employed,"N50,000 - N100,000",Myself only,Children under the age of 18,Rent the property,Abuja,"To have my own business, To be able to invest, To buy my first property, To generate multiple sources of income, To secure my finances",No,Yes,"Commercial Banks, Money Lenders, Digital Lenders","Commercial Banks, Digital Lenders","To meet a cash gap before next pay day, To pay for a medical need, To buy a phone or laptop, To start a new business","Formal loan from a commercial bank, Digital lenders, Family and friends","High interest rates, The risk of getting into debt, Getting approval for the loan","Home address, Salary details, Bank statement, Guarantor details","Fear of debt, The instability of the economy","Speed, Interest rates, Fees and service charge, Security, trust, and discretion",Mobile app,Palm pay,"Word of mouth referrals, Advertising, Direct marketing, Social media",Male,92pgz3j9gt
44783.45094,Yes,25 - 34,Married,University education,Part-time employed,"N50,000 - N100,000",My partner and I make joint decisions,Parents,Rent the property,Abuja,To have my own business,Yes,Yes,"Commercial Banks, Informal Lenders (Ajo, Corporative), Digital Lenders",Digital Lenders,To pay for a medical need,Micro financing,High interest rates,"Home address, Work information, Guarantor details",Fear of being embarrassed by the lender,"Speed, Interest rates, Fees and service charge, Financial stability, Security, trust, and discretion",Mobile app,Fairmoney ,Word of mouth referrals,Male,e5o07ghpo0
44781.6778,Yes,40 - 44,Married,Post-graduate education,Full-time employed,"N100,000 - N300,000",My partner plays a small role but it is mostly up to me,Children under the age of 18,Rent the property,South West,To generate multiple sources of income,Yes,Yes,"Microfinance Banks, Informal Lenders (Ajo, Corporative), Digital Lenders","Microfinance Banks, Digital Lenders, Informal Lenders (Ajo, Corporative)","To meet a cash gap before next pay day, To expand your current business",Micro financing,The risk of getting into debt,Work information,Fear of not having money to repay the loan,"Speed, Interest rates, Convenience and customer service",Mobile app,Fairmoney,Word of mouth referrals,Male,4polh2horc
44779.77439,Yes,25 - 34,Married,University education,Full-time employed,"N50,000 - N100,000",My partner and I make joint decisions,Children under the age of 18,Rent the property,Lagos,To have my own business,No,Yes,"Commercial Banks, Microfinance Banks, Digital Lenders","Microfinance Banks, Digital Lenders",To expand your current business,Formal loan from a commercial bank,Getting approval for the loan,"Home address, Work information, Salary details, Bank statement, Guarantor details",The instability of the economy,"Speed, Digital onboarding and experience, Interest rates",Branch,GTBANK ,Advertising,Male,o5oblsdkxy
44779.79245,Yes,25 - 34,Single,University education,Full-time employed,"N50,000 - N100,000",Myself only,Children under the age of 18,Rent the property,South South,To have my own business,No,Yes,"Commercial Banks, Money Lenders, Microfinance Banks, Informal Lenders (Ajo, Corporative), Digital Lenders",Commercial Banks,"To meet a cash gap before next pay day, To start a new business, To expand your current business",Formal loan from a commercial bank,High interest rates,"Home address, Work information, Salary details, Bank statement, Guarantor details","Lack of knowledge, e.g. I don’t know how to, The instability of the economy, Fear of being embarrassed by the lender","Speed, Interest rates, Fees and service charge, Convenience and customer service, Longevity in the market, Security, trust, and discretion",Mobile app,Commercial banks and digital money lenders,"Advertising, Direct marketing",Male,q609f2o
44780.03953,Yes,25 - 34,Single,College education,Part-time employed,"N0 - N50,000",Myself only,Parents,Live rent-free,Abuja,To secure my finances,No,Yes,"Commercial Banks, Microfinance Banks, Digital Lenders","Microfinance Banks, Digital Lenders",To expand your current business,Digital lenders,The risk of getting into debt,Bank statement,Fear of debt,Financial stability,Mobile app,Ororun,Advertising,Male,jfptenp
44781.06858,Yes,40 - 44,Married,College education,Self-employed,"N100,000 - N300,000",My partner and I make joint decisions,Parents,Rent the property,South East,"To grow my current business, To increase the number of personal assets I own, To be able to invest, To pay my rent, To invest more than I am already investing, To generate multiple sources of income, To secure my finances",Yes,Yes,"Money Lenders, Digital Lenders","Money Lenders, Digital Lenders","To expand your current business, For cash flow",Digital lenders,"Providing collateral, High interest rates, The risk of getting into debt","Home address, Work information","Fear of debt, Lack of the requirements to take out loan","Speed, Digital onboarding and experience, Interest rates, Fees and service charge, Financial stability, Security, trust, and discretion",Mobile app,Carbon,"Advertising, Social media",Male,2w4x3uc959
44784.12228,Yes,18 - 24,Single,University education,Student,"N50,000 - N100,000",Myself only,Parents,Live with parents or guardian,North East,To generate multiple sources of income,No,Yes,Commercial Banks,"None, Brother",To expand your current business,Formal loan from a commercial bank,Getting approval for the loan,Guarantor details,"Lack of knowledge, e.g. I don’t know how to","Speed, Interest rates, Security, trust, and discretion",Mobile app,Irorun,Word of mouth referrals,Male,xlkh2c4
44779.81084,Yes,18 - 24,Single,University education,Self-employed,"N0 - N50,000",Myself only,None,Own the property,North East,To have my own business,No,No,Commercial Banks,Commercial Banks,To meet a cash gap before next pay day,Formal loan from a commercial bank,Onboarding process,Home address,Lack of the requirements to take out loan,Digital onboarding and experience,Website,Business,Business,Male,g9ey0v7
44779.69927,Yes,18 - 24,Single,Secondary education,Student,"N0 - N50,000",Myself only,None,Live with parents or guardian,South East,"To have my own business, To grow my current business, To increase the number of personal assets I own, To be able to invest, To invest more than I am already investing, To generate multiple sources of income, To secure my finances",Yes,Yes,"Commercial Banks, Money Lenders","Commercial Banks, Money Lenders","To meet a cash gap before next pay day, To pay for a medical need, To start a new business","Formal loan from a commercial bank, Digital lenders","Onboarding process, Getting approval for the loan","Home address, Work information",I don’t have a barrier,"Speed, Digital onboarding and experience",Website,Iro run,"Word of mouth referrals, Advertising",Male,hfp0mzf609
44780.44269,Yes,18 - 24,Single,University education,Full-time employed,"N50,000 - N100,000",Myself only,None,Live rent-free,South West,"To have my own business, To grow my current business, To increase the number of personal assets I own, To be able to invest, To pay my rent, To pay my fees, To invest more than I am already investing, To buy my first property, To generate multiple sources of income, To secure my finances",No,Yes,Commercial Banks,None,To expand your current business,Formal loan from a commercial bank,"Providing collateral, High interest rates, Getting approval for the loan","Home address, Work information, Salary details, Bank statement, Guarantor details",I don’t have a barrier,"Speed, Interest rates, Fees and service charge, Brand of the lender, Convenience and customer service, Security, trust, and discretion",Mobile app,Fairmoney,Direct marketing,Female,du6xhb8
44779.85115,Yes,18 - 24,Single,University education,Student,"N300,000 - N500,000",Myself only,Parents,Rent the property,North West,To have my own business,No,No,Money Lenders,None,To expand your current business,Digital lenders,Getting approval for the loan,"Home address, Bank statement, Guarantor details",I don’t have a barrier,Speed,Mobile app,Don’t know of any ,Word of mouth referrals,Male,bnp8cao2z0
44791.76135,Yes,18 - 24,Single,College education,Self-employed,"N0 - N50,000",My parents make the decision,None,Own the property,North West,To invest more than I am already investing,Yes,No,Money Lenders,None,To expand your current business,Micro financing,High interest rates,Home address,"Lack of knowledge, e.g. I don’t know how to","Security, trust, and discretion",Mobile app,Business,Direct marketing,Male,3coq65e
